-0.063216 0.036631
-0.063116 0.044630
-0.063016 0.054104
-0.062916 0.065262
-0.062816 0.078328
-0.062716 0.093541
-0.062616 0.111152
-0.062516 0.131421
-0.062416 0.154609
-0.062316 0.180983
-0.062216 0.210798
-0.062116 0.244301
-0.062016 0.281717
-0.061916 0.323242
-0.061816 0.369039
-0.061716 0.419223
-0.061616 0.473856
-0.061516 0.532937
-0.061416 0.596395
-0.061316 0.664080
-0.061216 0.735759
-0.061116 0.811109
-0.061016 0.889716
-0.060916 0.971074
-0.060816 1.054585
-0.060716 1.139566
-0.060616 1.225253
-0.060516 1.310813
-0.060416 1.395353
-0.060316 1.477937
-0.060216 1.557602
-0.060116 1.633373
-0.060016 1.704288
-0.059916 1.769412
-0.059816 1.827862
-0.059716 1.878826
-0.059616 1.921579
-0.059516 1.955502
-0.059416 1.980100
-0.059316 1.995006
-0.059216 2.000000
-0.059116 1.995006
-0.059016 1.980100
-0.058916 1.955502
-0.058816 1.921579
-0.058716 1.878826
-0.058616 1.827862
-0.058516 1.769412
-0.058416 1.704288
-0.058316 1.633373
-0.058216 1.557602
-0.058116 1.477937
-0.058016 1.395353
-0.057916 1.310813
-0.057816 1.225253
-0.057716 1.139566
-0.057616 1.054585
-0.057516 0.971074
-0.057416 0.889716
-0.057316 0.811109
-0.057216 0.735759
-0.057116 0.664080
-0.057016 0.596395
-0.056916 0.532937
-0.056816 0.473856
-0.056716 0.419223
-0.056616 0.369039
-0.056516 0.323242
-0.056416 0.281717
-0.056316 0.244301
-0.056216 0.210798
-0.056116 0.180983
-0.056016 0.154609
-0.055916 0.131421
-0.055816 0.111152
-0.055716 0.093541
-0.055616 0.078328
-0.055516 0.065262
-0.055416 0.054104
-0.055316 0.044630
-0.055216 0.036631
-0.055116 0.029916
-0.055016 0.024310
-0.054916 0.019656
-0.054816 0.015814
-0.054716 0.012659
-0.054616 0.010084
-0.054516 0.007992
-0.054416 0.006302
-0.054316 0.004945
-0.054216 0.003861
-0.054116 0.002999
-0.054016 0.002318
-0.053916 0.001783
-0.053816 0.001365
-0.053716 0.001039
-0.053616 0.000787
-0.053516 0.000594
-0.053416 0.000445
-0.053316 0.000332
-0.053216 0.000247
-0.053116 0.000182
-0.053016 0.000134
-0.052916 0.000098
-0.052816 0.000071
-0.052716 0.000052
-0.052616 0.000037
-0.052516 0.000027
-0.052416 0.000019
-0.052316 0.000014
-0.052216 0.000010
-0.052116 0.000007
-0.052016 0.000005
-0.051916 0.000003
-0.051816 0.000002
-0.051716 0.000002
-0.051616 0.000001
-0.051516 0.000001
-0.051416 0.000000
-0.051316 0.000000
-0.051216 0.000000
-0.051116 0.000000
-0.051016 0.000000
-0.050916 0.000000
-0.050816 0.000000
-0.050716 0.000000
-0.050616 0.000000
-0.050516 0.000000
-0.050416 0.000000
-0.050316 0.000000
-0.050216 0.000000
-0.050116 0.000000
-0.050016 0.000000
-0.049916 0.000000
-0.049816 0.000000
-0.049716 0.000000
-0.049616 0.000000
-0.049516 0.000000
-0.049416 0.000000
-0.049316 0.000000
-0.049216 0.000000
-0.049116 0.000000
-0.049016 0.000000
-0.048916 0.000000
-0.048816 0.000000
-0.048716 0.000000
-0.048616 0.000000
-0.048516 0.000000
-0.048416 0.000000
-0.048316 0.000000
-0.048216 0.000000
-0.048116 0.000000
-0.048016 0.000000
-0.047916 0.000000
-0.047816 0.000000
-0.047716 0.000000
-0.047616 0.000000
-0.047516 0.000000
-0.047416 0.000000
-0.047316 0.000000
-0.047216 0.000000
-0.047116 0.000000
-0.047016 0.000000
-0.046916 0.000000
-0.046816 0.000000
-0.046716 0.000000
-0.046616 0.000000
-0.046516 0.000000
-0.046416 0.000000
-0.046316 0.000000
-0.046216 0.000000
-0.046116 0.000000
-0.046016 0.000000
-0.045916 0.000000
-0.045816 0.000000
-0.045716 0.000000
-0.045616 0.000000
-0.045516 0.000000
-0.045416 0.000000
-0.045316 0.000000
-0.045216 0.000000
-0.045116 0.000000
-0.045016 0.000000
-0.044916 0.000000
-0.044816 0.000000
-0.044716 0.000000
-0.044616 0.000000
-0.044516 0.000000
-0.044416 0.000000
-0.044316 0.000000
-0.044216 0.000000
-0.044116 0.000000
-0.044016 0.000000
-0.043916 0.000000
-0.043816 0.000000
-0.043716 0.000000
-0.043616 0.000000
-0.043516 0.000000
-0.043416 0.000000
-0.043316 0.000000
-0.043216 0.000000
-0.043116 0.000000
-0.043016 0.000000
-0.042916 0.000000
-0.042816 0.000000
-0.042716 0.000000
-0.042616 0.000000
-0.042516 0.000000
-0.042416 0.000000
-0.042316 0.000000
-0.042216 0.000000
-0.042116 0.000000
-0.042016 0.000000
-0.041916 0.000000
-0.041816 0.000000
-0.041716 0.000000
-0.041616 0.000000
-0.041516 0.000000
-0.041416 0.000000
-0.041316 0.000000
-0.041216 0.000000
-0.041116 0.000000
-0.041016 0.000000
-0.040916 0.000000
-0.040816 0.000000
-0.040716 0.000000
-0.040616 0.000000
-0.040516 0.000000
-0.040416 0.000000
-0.040316 0.000000
-0.040216 0.000000
-0.040116 0.000000
-0.040016 0.000000
-0.039916 0.000000
-0.039816 0.000000
-0.039716 0.000000
-0.039616 0.000000
-0.039516 0.000000
-0.039416 0.000000
-0.039316 0.000000
-0.039216 0.000000
-0.039116 0.000000
-0.039016 0.000000
-0.038916 0.000000
-0.038816 0.000000
-0.038716 0.000000
-0.038616 0.000000
-0.038516 0.000000
-0.038416 0.000000
-0.038316 0.000000
-0.038216 0.000000
-0.038116 0.000000
-0.038016 0.000000
-0.037916 0.000000
-0.037816 0.000000
-0.037716 0.000000
-0.037616 0.000000
-0.037516 0.000000
-0.037416 0.000000
-0.037316 0.000000
-0.037216 0.000000
-0.037116 0.000000
-0.037016 0.000000
-0.036916 0.000000
-0.036816 0.000000
-0.036716 0.000000
-0.036616 0.000000
-0.036516 0.000000
-0.036416 0.000000
-0.036316 0.000000
-0.036216 0.000000
-0.036116 0.000000
-0.036016 0.000000
-0.035916 0.000000
-0.035816 0.000000
-0.035716 0.000000
-0.035616 0.000000
-0.035516 0.000000
-0.035416 0.000000
-0.035316 0.000000
-0.035216 0.000000
-0.035116 0.000000
-0.035016 0.000000
-0.034916 0.000000
-0.034816 0.000000
-0.034716 0.000000
-0.034616 0.000000
-0.034516 0.000000
-0.034416 0.000000
-0.034316 0.000000
-0.034216 0.000000
-0.034116 0.000000
-0.034016 0.000000
-0.033916 0.000000
-0.033816 0.000000
-0.033716 0.000000
-0.033616 0.000000
-0.033516 0.000000
-0.033416 0.000000
-0.033316 0.000000
-0.033216 0.000000
-0.033116 0.000000
-0.033016 0.000000
-0.032916 0.000000
-0.032816 0.000000
-0.032716 0.000000
-0.032616 0.000000
-0.032516 0.000000
-0.032416 0.000000
-0.032316 0.000000
-0.032216 0.000000
-0.032116 0.000000
-0.032016 0.000000
-0.031916 0.000000
-0.031816 0.000000
-0.031716 0.000000
-0.031616 0.000000
-0.031516 0.000000
-0.031416 0.000000
-0.031316 0.000000
-0.031216 0.000000
-0.031116 0.000000
-0.031016 0.000000
-0.030916 0.000000
-0.030816 0.000000
-0.030716 0.000000
-0.030616 0.000000
-0.030516 0.000000
-0.030416 0.000000
-0.030316 0.000000
-0.030216 0.000000
